,orientation,frame_id,case_id,dropped,left,right
35,grabbed_-_left,13,46,0.0,1.0,0.0
38,grabbed_-_left,14,46,0.0,1.0,0.0
41,grabbed_-_both,15,46,0.0,1.0,1.0
44,grabbed_-_right,16,46,0.0,0.0,1.0
47,grabbed_-_right,17,46,0.0,0.0,1.0
50,grabbed_-_right,18,46,0.0,0.0,1.0
53,grabbed_-_left,19,46,0.0,1.0,0.0
56,grabbed_-_left,20,46,0.0,1.0,0.0
59,grabbed_-_left,21,46,0.0,1.0,0.0
62,grabbed_-_right,22,46,0.0,0.0,1.0
65,grabbed_-_right,23,46,0.0,0.0,1.0
68,grabbed_-_right,24,46,0.0,0.0,1.0
71,grabbed_-_right,25,46,0.0,0.0,1.0
74,grabbed_-_right,26,46,0.0,0.0,1.0
77,grabbed_-_right,27,46,0.0,0.0,1.0
80,grabbed_-_right,28,46,0.0,0.0,1.0
83,grabbed_-_right,29,46,0.0,0.0,1.0
86,grabbed_-_right,30,46,0.0,0.0,1.0
89,grabbed_-_right,31,46,0.0,0.0,1.0
92,grabbed_-_right,32,46,0.0,0.0,1.0
95,grabbed_-_right,33,46,0.0,0.0,1.0
98,grabbed_-_right,34,46,0.0,0.0,1.0
101,grabbed_-_right,35,46,0.0,0.0,1.0
104,grabbed_-_left,36,46,0.0,1.0,0.0
107,grabbed_-_left,37,46,0.0,1.0,0.0
110,grabbed_-_both,38,46,0.0,1.0,1.0
113,grabbed_-_right,39,46,0.0,0.0,1.0
116,grabbed_-_right,40,46,0.0,0.0,1.0
119,grabbed_-_right,41,46,0.0,0.0,1.0
122,grabbed_-_right,42,46,0.0,0.0,1.0
125,grabbed_-_right,43,46,0.0,0.0,1.0
128,grabbed_-_right,44,46,0.0,0.0,1.0
131,grabbed_-_right,45,46,0.0,0.0,1.0
134,grabbed_-_right,46,46,0.0,0.0,1.0
137,grabbed_-_right,47,46,0.0,0.0,1.0
140,grabbed_-_right,48,46,0.0,0.0,1.0
143,grabbed_-_right,49,46,0.0,0.0,1.0
146,grabbed_-_right,50,46,0.0,0.0,1.0
149,grabbed_-_right,51,46,0.0,0.0,1.0
152,grabbed_-_right,52,46,0.0,0.0,1.0
155,grabbed_-_both,53,46,0.0,1.0,1.0
158,grabbed_-_left,54,46,0.0,1.0,0.0
161,grabbed_-_left,55,46,0.0,1.0,0.0
164,grabbed_-_left,56,46,0.0,1.0,0.0
167,grabbed_-_right,57,46,0.0,0.0,1.0
170,grabbed_-_right,58,46,0.0,0.0,1.0
173,grabbed_-_both,59,46,0.0,1.0,1.0
176,grabbed_-_left,60,46,0.0,1.0,0.0
179,grabbed_-_both,61,46,0.0,1.0,1.0
182,grabbed_-_right,62,46,0.0,0.0,1.0
185,grabbed_-_right,63,46,0.0,0.0,1.0
188,grabbed_-_right,64,46,0.0,0.0,1.0
191,grabbed_-_right,65,46,0.0,0.0,1.0
194,grabbed_-_right,66,46,0.0,0.0,1.0
197,grabbed_-_right,67,46,0.0,0.0,1.0
200,grabbed_-_both,68,46,0.0,1.0,1.0
203,grabbed_-_both,69,46,0.0,1.0,1.0
206,grabbed_-_left,70,46,0.0,1.0,0.0
209,grabbed_-_left,71,46,0.0,1.0,0.0
212,grabbed_-_left,72,46,0.0,1.0,0.0
215,grabbed_-_left,73,46,0.0,1.0,0.0
218,grabbed_-_left,74,46,0.0,1.0,0.0
221,grabbed_-_left,75,46,0.0,1.0,0.0
224,grabbed_-_both,76,46,0.0,1.0,1.0
227,grabbed_-_right,77,46,0.0,0.0,1.0
230,grabbed_-_right,78,46,0.0,0.0,1.0
233,grabbed_-_right,79,46,0.0,0.0,1.0
236,grabbed_-_right,80,46,0.0,0.0,1.0
239,grabbed_-_right,81,46,0.0,0.0,1.0
242,grabbed_-_right,82,46,0.0,0.0,1.0
245,grabbed_-_right,83,46,0.0,0.0,1.0
248,grabbed_-_right,84,46,0.0,0.0,1.0
251,grabbed_-_both,85,46,0.0,1.0,1.0
254,grabbed_-_left,86,46,0.0,1.0,0.0
257,grabbed_-_left,87,46,0.0,1.0,0.0
260,grabbed_-_left,88,46,0.0,1.0,0.0
263,grabbed_-_both,89,46,0.0,1.0,1.0
266,grabbed_-_right,90,46,0.0,0.0,1.0
269,grabbed_-_right,91,46,0.0,0.0,1.0
272,grabbed_-_right,92,46,0.0,0.0,1.0
275,grabbed_-_right,93,46,0.0,0.0,1.0
278,grabbed_-_right,94,46,0.0,0.0,1.0
281,grabbed_-_left,95,46,0.0,1.0,0.0
284,grabbed_-_left,96,46,0.0,1.0,0.0
287,grabbed_-_left,97,46,0.0,1.0,0.0
290,grabbed_-_left,98,46,0.0,1.0,0.0
293,grabbed_-_left,99,46,0.0,1.0,0.0
296,grabbed_-_left,100,46,0.0,1.0,0.0
299,grabbed_-_left,101,46,0.0,1.0,0.0
302,grabbed_-_left,102,46,0.0,1.0,0.0
305,grabbed_-_left,103,46,0.0,1.0,0.0
308,grabbed_-_both,104,46,0.0,1.0,1.0
311,grabbed_-_right,105,46,0.0,0.0,1.0
314,grabbed_-_both,106,46,0.0,1.0,1.0
317,grabbed_-_left,107,46,0.0,1.0,0.0
320,grabbed_-_left,108,46,0.0,1.0,0.0
323,grabbed_-_both,109,46,0.0,1.0,1.0
326,grabbed_-_right,110,46,0.0,0.0,1.0
329,grabbed_-_right,111,46,0.0,0.0,1.0
332,grabbed_-_both,112,46,0.0,1.0,1.0
335,grabbed_-_left,113,46,0.0,1.0,0.0
338,grabbed_-_left,114,46,0.0,1.0,0.0
341,grabbed_-_left,115,46,0.0,1.0,0.0
344,grabbed_-_left,116,46,0.0,1.0,0.0
347,grabbed_-_left,117,46,0.0,1.0,0.0
350,grabbed_-_left,118,46,0.0,1.0,0.0
353,grabbed_-_left,119,46,0.0,1.0,0.0
356,grabbed_-_left,120,46,0.0,1.0,0.0
359,grabbed_-_left,121,46,0.0,1.0,0.0
362,grabbed_-_left,122,46,0.0,1.0,0.0
365,grabbed_-_left,123,46,0.0,1.0,0.0
368,grabbed_-_left,124,46,0.0,1.0,0.0
371,grabbed_-_both,125,46,0.0,1.0,1.0
374,grabbed_-_right,126,46,0.0,0.0,1.0
377,grabbed_-_right,127,46,0.0,0.0,1.0
380,grabbed_-_right,128,46,0.0,0.0,1.0
383,grabbed_-_both,129,46,0.0,1.0,1.0
386,grabbed_-_left,130,46,0.0,1.0,0.0
389,grabbed_-_left,131,46,0.0,1.0,0.0
392,grabbed_-_left,132,46,0.0,1.0,0.0
395,grabbed_-_left,133,46,0.0,1.0,0.0
398,grabbed_-_left,134,46,0.0,1.0,0.0
401,grabbed_-_left,135,46,0.0,1.0,0.0
404,grabbed_-_left,136,46,0.0,1.0,0.0
407,grabbed_-_both,137,46,0.0,1.0,1.0
410,grabbed_-_right,138,46,0.0,0.0,1.0
413,grabbed_-_right,139,46,0.0,0.0,1.0
416,grabbed_-_right,140,46,0.0,0.0,1.0
419,grabbed_-_right,141,46,0.0,0.0,1.0
422,grabbed_-_both,142,46,0.0,1.0,1.0
425,grabbed_-_left,143,46,0.0,1.0,0.0
428,grabbed_-_left,144,46,0.0,1.0,0.0
431,grabbed_-_both,145,46,0.0,1.0,1.0
434,grabbed_-_right,146,46,0.0,0.0,1.0
437,grabbed_-_both,147,46,0.0,1.0,1.0
440,grabbed_-_left,148,46,0.0,1.0,0.0
443,grabbed_-_left,149,46,0.0,1.0,0.0
446,grabbed_-_left,150,46,0.0,1.0,0.0
449,grabbed_-_left,151,46,0.0,1.0,0.0
452,grabbed_-_left,152,46,0.0,1.0,0.0
455,grabbed_-_left,153,46,0.0,1.0,0.0
458,grabbed_-_left,154,46,0.0,1.0,0.0
461,grabbed_-_left,155,46,0.0,1.0,0.0
464,grabbed_-_left,156,46,0.0,1.0,0.0
467,grabbed_-_left,157,46,0.0,1.0,0.0
470,grabbed_-_left,158,46,0.0,1.0,0.0
473,grabbed_-_left,159,46,0.0,1.0,0.0
476,grabbed_-_left,160,46,0.0,1.0,0.0
479,grabbed_-_left,161,46,0.0,1.0,0.0
482,grabbed_-_left,162,46,0.0,1.0,0.0
485,grabbed_-_left,163,46,0.0,1.0,0.0
488,grabbed_-_left,164,46,0.0,1.0,0.0
491,grabbed_-_both,165,46,0.0,1.0,1.0
494,grabbed_-_right,166,46,0.0,0.0,1.0
497,grabbed_-_right,167,46,0.0,0.0,1.0
500,grabbed_-_right,168,46,0.0,0.0,1.0
503,grabbed_-_both,169,46,0.0,1.0,1.0
506,grabbed_-_left,170,46,0.0,1.0,0.0
509,grabbed_-_both,171,46,0.0,1.0,1.0
512,grabbed_-_right,172,46,0.0,0.0,1.0
515,grabbed_-_right,173,46,0.0,0.0,1.0
518,grabbed_-_both,174,46,0.0,1.0,1.0
521,grabbed_-_left,175,46,0.0,1.0,0.0
524,grabbed_-_left,176,46,0.0,1.0,0.0
527,grabbed_-_left,177,46,0.0,1.0,0.0
530,grabbed_-_left,178,46,0.0,1.0,0.0
533,grabbed_-_left,179,46,0.0,1.0,0.0
536,grabbed_-_left,180,46,0.0,1.0,0.0
539,grabbed_-_right,181,46,0.0,0.0,1.0
542,grabbed_-_right,182,46,0.0,0.0,1.0
545,grabbed_-_right,183,46,0.0,0.0,1.0
548,grabbed_-_right,184,46,0.0,0.0,1.0
551,grabbed_-_right,185,46,0.0,0.0,1.0
554,grabbed_-_right,186,46,0.0,0.0,1.0
557,grabbed_-_right,187,46,0.0,0.0,1.0
560,grabbed_-_right,188,46,0.0,0.0,1.0
563,grabbed_-_right,189,46,0.0,0.0,1.0
566,grabbed_-_left,190,46,0.0,1.0,0.0
569,grabbed_-_left,191,46,0.0,1.0,0.0
572,grabbed_-_left,192,46,0.0,1.0,0.0
575,grabbed_-_left,193,46,0.0,1.0,0.0
578,grabbed_-_left,194,46,0.0,1.0,0.0
581,grabbed_-_left,195,46,0.0,1.0,0.0
584,grabbed_-_left,196,46,0.0,1.0,0.0
587,grabbed_-_both,197,46,0.0,1.0,1.0
590,grabbed_-_right,198,46,0.0,0.0,1.0
593,grabbed_-_right,199,46,0.0,0.0,1.0
596,grabbed_-_both,200,46,0.0,1.0,1.0
599,grabbed_-_both,201,46,0.0,1.0,1.0
602,grabbed_-_left,202,46,0.0,1.0,0.0
605,grabbed_-_left,203,46,0.0,1.0,0.0
608,grabbed_-_left,204,46,0.0,1.0,0.0
611,grabbed_-_left,205,46,0.0,1.0,0.0
614,grabbed_-_both,206,46,0.0,1.0,1.0
617,grabbed_-_right,207,46,0.0,0.0,1.0
620,grabbed_-_right,208,46,0.0,0.0,1.0
623,grabbed_-_right,209,46,0.0,0.0,1.0
626,grabbed_-_left,210,46,0.0,1.0,0.0
629,grabbed_-_left,211,46,0.0,1.0,0.0
632,grabbed_-_both,212,46,0.0,1.0,1.0
635,grabbed_-_right,213,46,0.0,0.0,1.0
638,grabbed_-_right,214,46,0.0,0.0,1.0
641,grabbed_-_both,215,46,0.0,1.0,1.0
644,grabbed_-_left,216,46,0.0,1.0,0.0
647,grabbed_-_left,217,46,0.0,1.0,0.0
650,grabbed_-_both,218,46,0.0,1.0,1.0
653,grabbed_-_right,219,46,0.0,0.0,1.0
656,grabbed_-_right,220,46,0.0,0.0,1.0
659,grabbed_-_right,221,46,0.0,0.0,1.0
662,grabbed_-_right,222,46,0.0,0.0,1.0
665,grabbed_-_right,223,46,0.0,0.0,1.0
668,grabbed_-_right,224,46,0.0,0.0,1.0
671,grabbed_-_right,225,46,0.0,0.0,1.0
674,grabbed_-_right,226,46,0.0,0.0,1.0
677,grabbed_-_right,227,46,0.0,0.0,1.0
680,grabbed_-_right,228,46,0.0,0.0,1.0
683,grabbed_-_right,229,46,0.0,0.0,1.0
686,grabbed_-_right,230,46,0.0,0.0,1.0
689,grabbed_-_right,231,46,0.0,0.0,1.0
692,grabbed_-_right,232,46,0.0,0.0,1.0
695,grabbed_-_right,233,46,0.0,0.0,1.0
698,grabbed_-_right,234,46,0.0,0.0,1.0
701,grabbed_-_right,235,46,0.0,0.0,1.0
704,grabbed_-_right,236,46,0.0,0.0,1.0
707,grabbed_-_right,237,46,0.0,0.0,1.0
710,grabbed_-_right,238,46,0.0,0.0,1.0
713,grabbed_-_both,239,46,0.0,1.0,1.0
715,grabbed_-_left,240,46,0.0,1.0,0.0
718,grabbed_-_left,241,46,0.0,1.0,0.0
721,grabbed_-_left,242,46,0.0,1.0,0.0
724,grabbed_-_both,243,46,0.0,1.0,1.0
727,grabbed_-_right,244,46,0.0,0.0,1.0
730,grabbed_-_right,245,46,0.0,0.0,1.0
733,grabbed_-_right,246,46,0.0,0.0,1.0
736,grabbed_-_right,247,46,0.0,0.0,1.0
739,grabbed_-_right,248,46,0.0,0.0,1.0
742,grabbed_-_both,249,46,0.0,1.0,1.0
745,grabbed_-_left,250,46,0.0,1.0,0.0
748,grabbed_-_left,251,46,0.0,1.0,0.0
751,grabbed_-_left,252,46,0.0,1.0,0.0
754,grabbed_-_left,253,46,0.0,1.0,0.0
757,grabbed_-_left,254,46,0.0,1.0,0.0
760,grabbed_-_left,255,46,0.0,1.0,0.0
763,grabbed_-_left,256,46,0.0,1.0,0.0
766,grabbed_-_left,257,46,0.0,1.0,0.0
769,grabbed_-_left,258,46,0.0,1.0,0.0
772,grabbed_-_left,259,46,0.0,1.0,0.0
775,grabbed_-_left,260,46,0.0,1.0,0.0
778,grabbed_-_left,261,46,0.0,1.0,0.0
781,grabbed_-_left,262,46,0.0,1.0,0.0
784,grabbed_-_right,263,46,0.0,0.0,1.0
787,grabbed_-_right,264,46,0.0,0.0,1.0
790,grabbed_-_right,265,46,0.0,0.0,1.0
793,grabbed_-_left,266,46,0.0,1.0,0.0
796,grabbed_-_left,267,46,0.0,1.0,0.0
799,grabbed_-_left,268,46,0.0,1.0,0.0
802,grabbed_-_left,269,46,0.0,1.0,0.0
805,grabbed_-_left,270,46,0.0,1.0,0.0
808,grabbed_-_left,271,46,0.0,1.0,0.0
811,grabbed_-_both,272,46,0.0,1.0,1.0
814,grabbed_-_right,273,46,0.0,0.0,1.0
817,grabbed_-_right,274,46,0.0,0.0,1.0
820,grabbed_-_right,275,46,0.0,0.0,1.0
2,dropped,2,52,1.0,0.0,0.0
5,dropped,3,52,1.0,0.0,0.0
8,dropped,4,52,1.0,0.0,0.0
11,dropped,5,52,1.0,0.0,0.0
14,dropped,6,52,1.0,0.0,0.0
17,dropped,7,52,1.0,0.0,0.0
20,dropped,8,52,1.0,0.0,0.0
23,dropped,9,52,1.0,0.0,0.0
26,dropped,10,52,1.0,0.0,0.0
29,grabbed_-_left,11,52,0.0,1.0,0.0
32,grabbed_-_left,12,52,0.0,1.0,0.0
35,grabbed_-_left,13,52,0.0,1.0,0.0
38,grabbed_-_left,14,52,0.0,1.0,0.0
41,grabbed_-_left,15,52,0.0,1.0,0.0
44,grabbed_-_left,16,52,0.0,1.0,0.0
47,grabbed_-_right,17,52,0.0,0.0,1.0
50,grabbed_-_right,18,52,0.0,0.0,1.0
53,grabbed_-_right,19,52,0.0,0.0,1.0
56,grabbed_-_left,20,52,0.0,1.0,0.0
59,grabbed_-_left,21,52,0.0,1.0,0.0
62,grabbed_-_left,22,52,0.0,1.0,0.0
65,grabbed_-_both,23,52,0.0,1.0,1.0
68,grabbed_-_right,24,52,0.0,0.0,1.0
71,grabbed_-_right,25,52,0.0,0.0,1.0
74,grabbed_-_left,26,52,0.0,1.0,0.0
77,grabbed_-_left,27,52,0.0,1.0,0.0
80,grabbed_-_left,28,52,0.0,1.0,0.0
83,grabbed_-_left,29,52,0.0,1.0,0.0
86,grabbed_-_left,30,52,0.0,1.0,0.0
89,grabbed_-_left,31,52,0.0,1.0,0.0
92,grabbed_-_left,32,52,0.0,1.0,0.0
95,grabbed_-_left,33,52,0.0,1.0,0.0
98,grabbed_-_left,34,52,0.0,1.0,0.0
101,grabbed_-_left,35,52,0.0,1.0,0.0
104,grabbed_-_left,36,52,0.0,1.0,0.0
107,grabbed_-_left,37,52,0.0,1.0,0.0
110,grabbed_-_left,38,52,0.0,1.0,0.0
113,grabbed_-_left,39,52,0.0,1.0,0.0
116,grabbed_-_left,40,52,0.0,1.0,0.0
119,grabbed_-_left,41,52,0.0,1.0,0.0
122,grabbed_-_left,42,52,0.0,1.0,0.0
125,grabbed_-_left,43,52,0.0,1.0,0.0
128,grabbed_-_left,44,52,0.0,1.0,0.0
131,grabbed_-_both,45,52,0.0,1.0,1.0
134,grabbed_-_both,46,52,0.0,1.0,1.0
137,grabbed_-_right,47,52,0.0,0.0,1.0
140,grabbed_-_right,48,52,0.0,0.0,1.0
143,grabbed_-_right,49,52,0.0,0.0,1.0
146,grabbed_-_right,50,52,0.0,0.0,1.0
149,grabbed_-_right,51,52,0.0,0.0,1.0
152,grabbed_-_right,52,52,0.0,0.0,1.0
155,grabbed_-_right,53,52,0.0,0.0,1.0
158,grabbed_-_right,54,52,0.0,0.0,1.0
161,grabbed_-_right,55,52,0.0,0.0,1.0
164,grabbed_-_right,56,52,0.0,0.0,1.0
167,grabbed_-_right,57,52,0.0,0.0,1.0
170,grabbed_-_right,58,52,0.0,0.0,1.0
173,grabbed_-_right,59,52,0.0,0.0,1.0
176,grabbed_-_right,60,52,0.0,0.0,1.0
179,grabbed_-_right,61,52,0.0,0.0,1.0
182,grabbed_-_right,62,52,0.0,0.0,1.0
185,grabbed_-_right,63,52,0.0,0.0,1.0
188,grabbed_-_right,64,52,0.0,0.0,1.0
191,grabbed_-_right,65,52,0.0,0.0,1.0
194,grabbed_-_right,66,52,0.0,0.0,1.0
197,grabbed_-_right,67,52,0.0,0.0,1.0
200,grabbed_-_both,68,52,0.0,1.0,1.0
203,grabbed_-_left,69,52,0.0,1.0,0.0
206,grabbed_-_left,70,52,0.0,1.0,0.0
209,grabbed_-_left,71,52,0.0,1.0,0.0
212,grabbed_-_left,72,52,0.0,1.0,0.0
215,grabbed_-_left,73,52,0.0,1.0,0.0
218,grabbed_-_left,74,52,0.0,1.0,0.0
221,grabbed_-_both,75,52,0.0,1.0,1.0
224,grabbed_-_right,76,52,0.0,0.0,1.0
227,grabbed_-_right,77,52,0.0,0.0,1.0
230,grabbed_-_both,78,52,0.0,1.0,1.0
233,grabbed_-_left,79,52,0.0,1.0,0.0
236,grabbed_-_left,80,52,0.0,1.0,0.0
239,grabbed_-_right,81,52,0.0,0.0,1.0
242,grabbed_-_right,82,52,0.0,0.0,1.0
245,grabbed_-_right,83,52,0.0,0.0,1.0
248,grabbed_-_right,84,52,0.0,0.0,1.0
251,grabbed_-_right,85,52,0.0,0.0,1.0
254,grabbed_-_left,86,52,0.0,1.0,0.0
257,grabbed_-_both,87,52,0.0,1.0,1.0
260,grabbed_-_both,88,52,0.0,1.0,1.0
263,grabbed_-_right,89,52,0.0,0.0,1.0
266,grabbed_-_right,90,52,0.0,0.0,1.0
269,grabbed_-_right,91,52,0.0,0.0,1.0
272,grabbed_-_right,92,52,0.0,0.0,1.0
275,grabbed_-_right,93,52,0.0,0.0,1.0
278,grabbed_-_right,94,52,0.0,0.0,1.0
281,grabbed_-_right,95,52,0.0,0.0,1.0
284,grabbed_-_right,96,52,0.0,0.0,1.0
287,grabbed_-_right,97,52,0.0,0.0,1.0
290,grabbed_-_right,98,52,0.0,0.0,1.0
293,grabbed_-_right,99,52,0.0,0.0,1.0
296,grabbed_-_right,100,52,0.0,0.0,1.0
299,grabbed_-_both,101,52,0.0,1.0,1.0
302,grabbed_-_left,102,52,0.0,1.0,0.0
305,grabbed_-_left,103,52,0.0,1.0,0.0
308,grabbed_-_both,104,52,0.0,1.0,1.0
311,grabbed_-_right,105,52,0.0,0.0,1.0
314,grabbed_-_right,106,52,0.0,0.0,1.0
317,grabbed_-_right,107,52,0.0,0.0,1.0
320,grabbed_-_right,108,52,0.0,0.0,1.0
323,grabbed_-_right,109,52,0.0,0.0,1.0
326,grabbed_-_right,110,52,0.0,0.0,1.0
329,grabbed_-_right,111,52,0.0,0.0,1.0
332,grabbed_-_right,112,52,0.0,0.0,1.0
335,grabbed_-_right,113,52,0.0,0.0,1.0
338,grabbed_-_left,114,52,0.0,1.0,0.0
341,grabbed_-_left,115,52,0.0,1.0,0.0
344,grabbed_-_both,116,52,0.0,1.0,1.0
347,grabbed_-_right,117,52,0.0,0.0,1.0
350,grabbed_-_both,118,52,0.0,1.0,1.0
353,grabbed_-_left,119,52,0.0,1.0,0.0
356,grabbed_-_left,120,52,0.0,1.0,0.0
359,grabbed_-_right,121,52,0.0,0.0,1.0
362,grabbed_-_right,122,52,0.0,0.0,1.0
365,grabbed_-_right,123,52,0.0,0.0,1.0
368,grabbed_-_right,124,52,0.0,0.0,1.0
371,grabbed_-_right,125,52,0.0,0.0,1.0
374,grabbed_-_right,126,52,0.0,0.0,1.0
377,grabbed_-_right,127,52,0.0,0.0,1.0
380,grabbed_-_right,128,52,0.0,0.0,1.0
383,grabbed_-_right,129,52,0.0,0.0,1.0
386,grabbed_-_right,130,52,0.0,0.0,1.0
389,grabbed_-_right,131,52,0.0,0.0,1.0
392,grabbed_-_right,132,52,0.0,0.0,1.0
395,grabbed_-_right,133,52,0.0,0.0,1.0
398,grabbed_-_right,134,52,0.0,0.0,1.0
401,grabbed_-_right,135,52,0.0,0.0,1.0
404,grabbed_-_left,136,52,0.0,1.0,0.0
407,grabbed_-_left,137,52,0.0,1.0,0.0
410,grabbed_-_left,138,52,0.0,1.0,0.0
413,grabbed_-_left,139,52,0.0,1.0,0.0
416,grabbed_-_left,140,52,0.0,1.0,0.0
419,grabbed_-_left,141,52,0.0,1.0,0.0
422,grabbed_-_left,142,52,0.0,1.0,0.0
425,grabbed_-_both,143,52,0.0,1.0,1.0
428,grabbed_-_right,144,52,0.0,0.0,1.0
431,grabbed_-_right,145,52,0.0,0.0,1.0
434,grabbed_-_left,146,52,0.0,1.0,0.0
437,grabbed_-_left,147,52,0.0,1.0,0.0
440,grabbed_-_left,148,52,0.0,1.0,0.0
443,grabbed_-_both,149,52,0.0,1.0,1.0
446,grabbed_-_both,150,52,0.0,1.0,1.0
449,grabbed_-_right,151,52,0.0,0.0,1.0
452,grabbed_-_right,152,52,0.0,0.0,1.0
455,grabbed_-_left,153,52,0.0,1.0,0.0
458,grabbed_-_left,154,52,0.0,1.0,0.0
461,grabbed_-_both,155,52,0.0,1.0,1.0
464,grabbed_-_right,156,52,0.0,0.0,1.0
467,grabbed_-_right,157,52,0.0,0.0,1.0
470,grabbed_-_right,158,52,0.0,0.0,1.0
473,grabbed_-_right,159,52,0.0,0.0,1.0
476,grabbed_-_right,160,52,0.0,0.0,1.0
479,grabbed_-_right,161,52,0.0,0.0,1.0
482,grabbed_-_right,162,52,0.0,0.0,1.0
485,grabbed_-_right,163,52,0.0,0.0,1.0
488,grabbed_-_right,164,52,0.0,0.0,1.0
491,grabbed_-_right,165,52,0.0,0.0,1.0
494,grabbed_-_right,166,52,0.0,0.0,1.0
497,grabbed_-_right,167,52,0.0,0.0,1.0
500,grabbed_-_right,168,52,0.0,0.0,1.0
503,grabbed_-_right,169,52,0.0,0.0,1.0
506,grabbed_-_right,170,52,0.0,0.0,1.0
509,grabbed_-_right,171,52,0.0,0.0,1.0
512,grabbed_-_both,172,52,0.0,1.0,1.0
515,grabbed_-_left,173,52,0.0,1.0,0.0
518,grabbed_-_left,174,52,0.0,1.0,0.0
521,grabbed_-_left,175,52,0.0,1.0,0.0
524,grabbed_-_left,176,52,0.0,1.0,0.0
527,grabbed_-_left,177,52,0.0,1.0,0.0
530,grabbed_-_right,178,52,0.0,0.0,1.0
533,grabbed_-_right,179,52,0.0,0.0,1.0
536,grabbed_-_right,180,52,0.0,0.0,1.0
539,grabbed_-_right,181,52,0.0,0.0,1.0
542,grabbed_-_right,182,52,0.0,0.0,1.0
545,grabbed_-_right,183,52,0.0,0.0,1.0
548,grabbed_-_right,184,52,0.0,0.0,1.0
551,grabbed_-_right,185,52,0.0,0.0,1.0
554,grabbed_-_right,186,52,0.0,0.0,1.0
557,grabbed_-_right,187,52,0.0,0.0,1.0
560,grabbed_-_right,188,52,0.0,0.0,1.0
563,grabbed_-_right,189,52,0.0,0.0,1.0
566,grabbed_-_right,190,52,0.0,0.0,1.0
569,grabbed_-_right,191,52,0.0,0.0,1.0
572,grabbed_-_right,192,52,0.0,0.0,1.0
575,grabbed_-_right,193,52,0.0,0.0,1.0
578,grabbed_-_right,194,52,0.0,0.0,1.0
581,grabbed_-_right,195,52,0.0,0.0,1.0
584,grabbed_-_both,196,52,0.0,1.0,1.0
587,grabbed_-_left,197,52,0.0,1.0,0.0
590,grabbed_-_left,198,52,0.0,1.0,0.0
593,grabbed_-_left,199,52,0.0,1.0,0.0
596,grabbed_-_right,200,52,0.0,0.0,1.0
599,grabbed_-_both,201,52,0.0,1.0,1.0
602,grabbed_-_both,202,52,0.0,1.0,1.0
605,grabbed_-_left,203,52,0.0,1.0,0.0
608,grabbed_-_left,204,52,0.0,1.0,0.0
611,grabbed_-_right,205,52,0.0,0.0,1.0
614,grabbed_-_right,206,52,0.0,0.0,1.0
617,grabbed_-_right,207,52,0.0,0.0,1.0
620,grabbed_-_right,208,52,0.0,0.0,1.0
623,grabbed_-_right,209,52,0.0,0.0,1.0
626,grabbed_-_right,210,52,0.0,0.0,1.0
629,grabbed_-_right,211,52,0.0,0.0,1.0
632,grabbed_-_right,212,52,0.0,0.0,1.0
635,grabbed_-_right,213,52,0.0,0.0,1.0
638,grabbed_-_right,214,52,0.0,0.0,1.0
641,grabbed_-_right,215,52,0.0,0.0,1.0
644,grabbed_-_right,216,52,0.0,0.0,1.0
647,grabbed_-_right,217,52,0.0,0.0,1.0
650,grabbed_-_right,218,52,0.0,0.0,1.0
653,grabbed_-_right,219,52,0.0,0.0,1.0
656,grabbed_-_right,220,52,0.0,0.0,1.0
659,grabbed_-_right,221,52,0.0,0.0,1.0
662,grabbed_-_right,222,52,0.0,0.0,1.0
665,grabbed_-_right,223,52,0.0,0.0,1.0
668,grabbed_-_right,224,52,0.0,0.0,1.0
671,grabbed_-_right,225,52,0.0,0.0,1.0
674,grabbed_-_right,226,52,0.0,0.0,1.0
677,grabbed_-_right,227,52,0.0,0.0,1.0
680,grabbed_-_right,228,52,0.0,0.0,1.0
683,grabbed_-_right,229,52,0.0,0.0,1.0
686,grabbed_-_right,230,52,0.0,0.0,1.0
689,grabbed_-_left,231,52,0.0,1.0,0.0
692,grabbed_-_left,232,52,0.0,1.0,0.0
695,grabbed_-_left,233,52,0.0,1.0,0.0
698,grabbed_-_left,234,52,0.0,1.0,0.0
701,grabbed_-_both,235,52,0.0,1.0,1.0
704,grabbed_-_right,236,52,0.0,0.0,1.0
707,grabbed_-_right,237,52,0.0,0.0,1.0
710,grabbed_-_right,238,52,0.0,0.0,1.0
713,grabbed_-_right,239,52,0.0,0.0,1.0
716,grabbed_-_right,240,52,0.0,0.0,1.0
719,grabbed_-_right,241,52,0.0,0.0,1.0
722,grabbed_-_right,242,52,0.0,0.0,1.0
725,grabbed_-_right,243,52,0.0,0.0,1.0
728,grabbed_-_right,244,52,0.0,0.0,1.0
731,grabbed_-_right,245,52,0.0,0.0,1.0
734,grabbed_-_right,246,52,0.0,0.0,1.0
737,grabbed_-_right,247,52,0.0,0.0,1.0
740,grabbed_-_both,248,52,0.0,1.0,1.0
743,grabbed_-_left,249,52,0.0,1.0,0.0
746,grabbed_-_left,250,52,0.0,1.0,0.0
749,grabbed_-_left,251,52,0.0,1.0,0.0
752,grabbed_-_both,252,52,0.0,1.0,1.0
755,grabbed_-_right,253,52,0.0,0.0,1.0
758,grabbed_-_right,254,52,0.0,0.0,1.0
761,grabbed_-_right,255,52,0.0,0.0,1.0
764,grabbed_-_right,256,52,0.0,0.0,1.0
767,grabbed_-_right,257,52,0.0,0.0,1.0
